dataset,capacity_max,smiles,canon_smiles,selfies,molecule
expert3,5.1,O=Cc%15ccc(c%14nc(c1ccc(C=O)cc1)nc(c%13ccc(/C=N/c%12ccc(N(c6ccc(/N=C/c5ccc(c4nc(c2ccc(C=O)cc2)nc(c3ccc(C=O)cc3)n4)cc5)cc6)c%11ccc(/N=C/c%10ccc(c9nc(c7ccc(C=O)cc7)nc(c8ccc(C=O)cc8)n9)cc%10)cc%11)cc%12)cc%13)n%14)cc%15,O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(/C=N/c4ccc(N(c5ccc(/N=C/c6ccc(-c7nc(-c8ccc(C=O)cc8)nc(-c8ccc(C=O)cc8)n7)cc6)cc5)c5ccc(/N=C/c6ccc(-c7nc(-c8ccc(C=O)cc8)nc(-c8ccc(C=O)cc8)n7)cc6)cc5)cc4)cc3)n2)cc1,[O][=C][C][=C][C][=C][Branch2][=N][#Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch2][O][=N][C][=C][C][=C][Branch2][#Branch2][P][/C][=N][/C][=C][C][=C][Branch2][#Branch2][Ring1][N][Branch2][Branch1][S][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][C][=C][Ring2][=Branch1][#C][C][=C][Ring2][#Branch1][#Branch1][=N][Ring2][Branch2][Branch1][C][=C][Ring2][Branch2][O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f47b0>
expert3,404.0,O=N(=O)c%13ccc([n+]%12ccc(c%11cc[n+](c%10ccc(c9cc(c4ccc([n+]3ccc(c2cc[n+](c1ccc(N(=O)=O)cc1N(=O)=O)cc2)cc3)cc4)cc(c8ccc([n+]7ccc(c6cc[n+](c5ccc(N(=O)=O)cc5N(=O)=O)cc6)cc7)cc8)c9)cc%10)cc%11)cc%12)c(N(=O)=O)c%13,O=[N+]([O-])c1ccc(-[n+]2ccc(-c3cc[n+](-c4ccc(-c5cc(-c6ccc(-[n+]7ccc(-c8cc[n+](-c9ccc([N+](=O)[O-])cc9[N+](=O)[O-])cc8)cc7)cc6)cc(-c6ccc(-[n+]7ccc(-c8cc[n+](-c9ccc([N+](=O)[O-])cc9[N+](=O)[O-])cc8)cc7)cc6)c5)cc4)cc3)cc2)c([N+](=O)[O-])c1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch2][N][Ring2][N+1][=C][C][=C][Branch2][O][Branch2][C][=C][C][=N+1][Branch2][#Branch2][N][C][=C][C][=C][Branch2][=Branch2][S][C][=C][C][Branch2][Branch1][=Branch2][C][=C][C][=C][Branch2][Ring2][=N][N+1][=C][C][=C][Branch2][Ring1][P][C][=C][C][=N+1][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N+1][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][=C][=C][C][Branch2][Branch1][=Branch2][C][=C][C][=C][Branch2][Ring2][=N][N+1][=C][C][=C][Branch2][Ring1][P][C][=C][C][=N+1][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N+1][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][=C][=C][Ring2][=Branch1][C][C][=C][Ring2][=Branch1][Branch2][C][=C][Ring2][=Branch1][=C][C][=C][Ring2][#Branch1][Ring2][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][#Branch1][=N],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f7450>
expert3,2.4,O=Cc%13ccc(N(c1ccc(C=O)cc1)c%12ccc(/C=N/c%11ccc(c%10nc(c5ccc(/N=C/c4ccc(N(c2ccc(C=O)cc2)c3ccc(C=O)cc3)cc4)cc5)nc(c9ccc(/N=C/c8ccc(N(c6ccc(C=O)cc6)c7ccc(C=O)cc7)cc8)cc9)n%10)cc%11)cc%12)cc%13,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(/C=N/c3ccc(-c4nc(-c5ccc(/N=C/c6ccc(N(c7ccc(C=O)cc7)c7ccc(C=O)cc7)cc6)cc5)nc(-c5ccc(/N=C/c6ccc(N(c7ccc(C=O)cc7)c7ccc(C=O)cc7)cc6)cc5)n4)cc3)cc2)cc1,[O][=C][C][=C][C][=C][Branch2][N][Ring1][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][C][=C][Branch2][#Branch2][Branch2][/C][=N][/C][=C][C][=C][Branch2][=Branch2][#Branch2][C][=N][C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch2][Ring2][#Branch2][/N][=C][/C][=C][C][=C][Branch2][Ring1][N][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][#C][=N][C][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch2][Ring2][#Branch2][/N][=C][/C][=C][C][=C][Branch2][Ring1][N][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][#C][=N][Ring2][=Branch1][Ring2][C][=C][Ring2][=Branch1][#Branch2][C][=C][Ring2][#Branch1][C][C][=C][Ring2][#Branch1][P],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f7370>
expert3,13.6,O=Cc%13ccc(N(c1ccc(C=O)cc1)c%12ccc(/C=N/c%11ccc(n%10c5ccc(/N=C/c4ccc(N(c2ccc(C=O)cc2)c3ccc(C=O)cc3)cc4)cc5c9cc(/N=C/c8ccc(N(c6ccc(C=O)cc6)c7ccc(C=O)cc7)cc8)ccc9%10)cc%11)cc%12)cc%13,O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(/C=N/c3ccc(-n4c5ccc(/N=C/c6ccc(N(c7ccc(C=O)cc7)c7ccc(C=O)cc7)cc6)cc5c5cc(/N=C/c6ccc(N(c7ccc(C=O)cc7)c7ccc(C=O)cc7)cc6)ccc54)cc3)cc2)cc1,[O][=C][C][=C][C][=C][Branch2][O][Branch2][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][C][=C][Branch2][=Branch2][=N][/C][=N][/C][=C][C][=C][Branch2][Branch2][#C][N][C][=C][C][=C][Branch2][Ring2][#Branch2][/N][=C][/C][=C][C][=C][Branch2][Ring1][N][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][#Branch1][C][=C][Ring2][Ring1][#C][C][=C][C][Branch2][Ring2][#Branch2][/N][=C][/C][=C][C][=C][Branch2][Ring1][N][N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][#Branch1][=C][C][=C][Ring2][Ring1][#C][Ring2][Branch1][#C][C][=C][Ring2][=Branch1][Branch1][C][=C][Ring2][=Branch1][=N][C][=C][Ring2][#Branch1][N],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f4430>
expert3,0.0,O=Cc%16ccc(c%15cc(c1ccc(C=O)cc1)nc(c%14ccc(/C=N/c%13ccc(c%12nc(c6ccc(/N=C/c5ccc(c4cc(c2ccc(C=O)cc2)cc(c3ccc(C=O)cc3)n4)cc5)cc6)nc(c%11ccc(/N=C/c%10ccc(c9cc(c7ccc(C=O)cc7)cc(c8ccc(C=O)cc8)n9)cc%10)cc%11)n%12)cc%13)cc%14)c%15)cc%16,O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)nc(-c3ccc(/C=N/c4ccc(-c5nc(-c6ccc(/N=C/c7ccc(-c8cc(-c9ccc(C=O)cc9)cc(-c9ccc(C=O)cc9)n8)cc7)cc6)nc(-c6ccc(/N=C/c7ccc(-c8cc(-c9ccc(C=O)cc9)cc(-c9ccc(C=O)cc9)n8)cc7)cc6)n5)cc4)cc3)c2)cc1,[O][=C][C][=C][C][=C][Branch2][=C][C][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch2][N][Branch2][C][=C][C][=C][Branch2][O][N][/C][=N][/C][=C][C][=C][Branch2][#Branch2][=C][C][=N][C][Branch2][Branch1][S][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][=N][C][Branch2][Branch1][S][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][=N][Ring2][=Branch1][=C][C][=C][Ring2][#Branch1][Ring2][C][=C][Ring2][#Branch1][N][=C][Ring2][Branch2][#Branch2][C][=C][Ring2][Branch2][S],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f42e0>
expert3,0.0,O=Cc%16ccc(c%15nc(c1ccc(C=O)cc1)nc(c%14ccc(/C=N/c%13ccc(c%12nc(c6ccc(/N=C/c5ccc(c4nc(c2ccc(C=O)cc2)nc(c3ccc(C=O)cc3)n4)cc5)cc6)nc(c%11ccc(/N=C/c%10ccc(c9nc(c7ccc(C=O)cc7)nc(c8ccc(C=O)cc8)n9)cc%10)cc%11)n%12)cc%13)cc%14)n%15)cc%16,O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(/C=N/c4ccc(-c5nc(-c6ccc(/N=C/c7ccc(-c8nc(-c9ccc(C=O)cc9)nc(-c9ccc(C=O)cc9)n8)cc7)cc6)nc(-c6ccc(/N=C/c7ccc(-c8nc(-c9ccc(C=O)cc9)nc(-c9ccc(C=O)cc9)n8)cc7)cc6)n5)cc4)cc3)n2)cc1,[O][=C][C][=C][C][=C][Branch2][=C][C][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch2][N][Branch2][C][=C][C][=C][Branch2][O][N][/C][=N][/C][=C][C][=C][Branch2][#Branch2][=C][C][=N][C][Branch2][Branch1][S][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][=N][C][Branch2][Branch1][S][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][=N][Ring2][=Branch1][=C][C][=C][Ring2][#Branch1][Ring2][C][=C][Ring2][#Branch1][N][=N][Ring2][Branch2][#Branch2][C][=C][Ring2][Branch2][S],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f7ae0>
expert3,14.5,O=Cc%16ccc(c%15cc(c1ccc(C=O)cc1)nc(c%14ccc(/C=N/c%13ccc(n%12c6ccc(/N=C/c5ccc(c4cc(c2ccc(C=O)cc2)cc(c3ccc(C=O)cc3)n4)cc5)cc6c%11cc(/N=C/c%10ccc(c9cc(c7ccc(C=O)cc7)cc(c8ccc(C=O)cc8)n9)cc%10)ccc%11%12)cc%13)cc%14)c%15)cc%16,O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)nc(-c3ccc(/C=N/c4ccc(-n5c6ccc(/N=C/c7ccc(-c8cc(-c9ccc(C=O)cc9)cc(-c9ccc(C=O)cc9)n8)cc7)cc6c6cc(/N=C/c7ccc(-c8cc(-c9ccc(C=O)cc9)cc(-c9ccc(C=O)cc9)n8)cc7)ccc65)cc4)cc3)c2)cc1,[O][=C][C][=C][C][=C][Branch2][=N][#Branch1][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch2][O][=N][C][=C][C][=C][Branch2][#Branch2][P][/C][=N][/C][=C][C][=C][Branch2][#Branch2][Ring1][N][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][C][=C][C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=C][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][=C][C][=C][Ring2][Ring2][Ring2][Ring2][=Branch1][=Branch2][C][=C][Ring2][=Branch1][#C][C][=C][Ring2][#Branch1][#Branch1][=C][Ring2][Branch2][Branch1][C][=C][Ring2][Branch2][O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f5070>
expert3,17.4,O=Cc%16ccc(c%15nc(c1ccc(C=O)cc1)nc(c%14ccc(/C=N/c%13ccc(n%12c6ccc(/N=C/c5ccc(c4nc(c2ccc(C=O)cc2)nc(c3ccc(C=O)cc3)n4)cc5)cc6c%11cc(/N=C/c%10ccc(c9nc(c7ccc(C=O)cc7)nc(c8ccc(C=O)cc8)n9)cc%10)ccc%11%12)cc%13)cc%14)n%15)cc%16,O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(/C=N/c4ccc(-n5c6ccc(/N=C/c7ccc(-c8nc(-c9ccc(C=O)cc9)nc(-c9ccc(C=O)cc9)n8)cc7)cc6c6cc(/N=C/c7ccc(-c8nc(-c9ccc(C=O)cc9)nc(-c9ccc(C=O)cc9)n8)cc7)ccc65)cc4)cc3)n2)cc1,[O][=C][C][=C][C][=C][Branch2][=N][#Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch2][O][=N][C][=C][C][=C][Branch2][#Branch2][P][/C][=N][/C][=C][C][=C][Branch2][#Branch2][Ring1][N][C][=C][C][=C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2][C][=C][C][Branch2][Branch1][Ring2][/N][=C][/C][=C][C][=C][Branch2][Ring2][=Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][=C][C][=C][Ring2][Ring2][Ring2][Ring2][=Branch1][=Branch2][C][=C][Ring2][=Branch1][#C][C][=C][Ring2][#Branch1][#Branch1][=N][Ring2][Branch2][Branch1][C][=C][Ring2][Branch2][O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f4270>
expert3,367.0,O=C8c7cc(n3c1ccccc1c2ccccc23)c(n6c4ccccc4c5ccccc56)cc7C(=O)C8c%17cc(n%16c(=O)c%15cc(n%11c9ccccc9c%10ccccc%10%11)c(n%14c%12ccccc%12c%13ccccc%13%14)cc%15c%16=O)c(O)cc%17O,O=C1c2cc(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)cc2C(=O)C1c1cc(N2C(=O)c3cc(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)cc3C2=O)c(O)cc1O,[O][=C][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=C][Ring2][Ring1][S][C][=Branch1][C][=O][C][Ring2][Ring2][Ring2][C][=C][C][Branch2][Branch1][S][N][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=C][Ring2][Ring1][S][C][Ring2][Ring2][Ring2][=O][=C][Branch1][C][O][C][=C][Ring2][Ring2][N][O],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f6ce0>
expert3,52.0,O=S%20(=O)c1ccc(Br)cc1S(=O)(=O)c%19cc(c%18ccc(c%17ccc(C(c6ccc(c5ccc(c2ccc4c(c2)S(=O)(=O)C3C=CC(Br)=CC3S4(=O)=O)cc5)cc6)C(c%11ccc(c%10ccc(c7ccc9c(c7)S(=O)(=O)C8C=CC(Br)=CC8S9(=O)=O)cc%10)cc%11)c%16ccc(c%15ccc(c%12ccc%14c(c%12)S(=O)(=O)C%13C=C(Br)C=CC%13S%14(=O)=O)cc%15)cc%16)cc%17)cc%18)ccc%19%20,O=S1(=O)c2ccc(Br)cc2S(=O)(=O)c2cc(-c3ccc(-c4ccc(C(c5ccc(-c6ccc(-c7ccc8c(c7)S(=O)(=O)C7C=CC(Br)=CC7S8(=O)=O)cc6)cc5)C(c5ccc(-c6ccc(-c7ccc8c(c7)S(=O)(=O)C7C=CC(Br)=CC7S8(=O)=O)cc6)cc5)c5ccc(-c6ccc(-c7ccc8c(c7)S(=O)(=O)C7C=C(Br)C=CC7S8(=O)=O)cc6)cc5)cc4)cc3)ccc21,[O][=S][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch2][#C][C][C][=C][C][=C][Branch2][=C][=Branch1][C][=C][C][=C][Branch2][=N][#Branch2][C][Branch2][Branch1][N][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch2][Ring2][Ring2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][Branch1][C][Br][=C][C][Ring1][#Branch1][S][Ring1][=C][=Branch1][C][=O][=O][C][=C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C][C][Branch2][Branch1][N][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch2][Ring2][Ring2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][Branch1][C][Br][=C][C][Ring1][#Branch1][S][Ring1][=C][=Branch1][C][=O][=O][C][=C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C][C][=C][C][=C][Branch2][Ring2][S][C][=C][C][=C][Branch2][Ring2][Ring2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][Branch1][C][Br][C][=C][C][Ring1][#Branch1][S][Ring1][=C][=Branch1][C][=O][=O][C][=C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C][C][=C][Ring2][Branch2][Branch1][C][=C][Ring2][Branch2][O][=C][C][=C][Ring2][Branch2][P][Ring2][=Branch2][=N],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f6960>
expert3,75.3,Brc1ccc%39c(c1)c2cc(Br)ccc2c%40nc%38cc%37nc%36c%34ccc(c%30cc(c3ccc%10c(c3)c4ccccc4c%11nc9cc8nc7c5ccc(Br)cc5c6cc(Br)ccc6c7nc8cc9nc%10%11)c%31ccc%33c(c%12ccc%19c(c%12)c%13ccccc%13c%20nc%18cc%17nc%16c%14ccc(Br)cc%14c%15cc(Br)ccc%15c%16nc%17cc%18nc%19%20)cc(c%21ccc%28c(c%21)c%22ccccc%22c%29nc%27cc%26nc%25c%23ccc(Br)cc%23c%24cc(Br)ccc%24c%25nc%26cc%27nc%28%29)c%32CCc%30c%31c%32%33)cc%34c%35ccccc%35c%36nc%37cc%38nc%39%40,Brc1ccc2c(c1)c1cc(Br)ccc1c1nc3cc4nc5c6ccc(-c7cc(-c8ccc9c(c8)c8ccccc8c8nc%10cc%11nc%12c%13ccc(Br)cc%13c%13cc(Br)ccc%13c%12nc%11cc%10nc98)c8ccc9c(-c%10ccc%11c(c%10)c%10ccccc%10c%10nc%12cc%13nc%14c%15ccc(Br)cc%15c%15cc(Br)ccc%15c%14nc%13cc%12nc%11%10)cc(-c%10ccc%11c(c%10)c%10ccccc%10c%10nc%12cc%13nc%14c%15ccc(Br)cc%15c%15cc(Br)ccc%15c%14nc%13cc%12nc%11%10)c%10c9c8c7CC%10)cc6c6ccccc6c5nc4cc3nc21,[Br][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][C][=N][C][=C][C][=N][C][=C][C][=C][C][Branch2][S][P][C][=C][C][Branch2][=Branch1][Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=N][C][=C][C][=C][C][Branch1][C][Br][=C][C][Ring1][#Branch1][=C][C][=C][Branch1][C][Br][C][=C][C][Ring1][#Branch1][=C][Ring1][S][N][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][N][=C][Ring2][Ring2][Branch1][Ring2][Ring1][N][=C][C][=C][C][=C][Branch2][=Branch1][Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=N][C][=C][C][=C][C][Branch1][C][Br][=C][C][Ring1][#Branch1][=C][C][=C][Branch1][C][Br][C][=C][C][Ring1][#Branch1][=C][Ring1][S][N][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][N][=C][Ring2][Ring2][Branch1][Ring2][Ring1][N][C][=C][Branch2][=Branch1][Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=N][C][=C][C][=C][C][Branch1][C][Br][=C][C][Ring1][#Branch1][=C][C][=C][Branch1][C][Br][C][=C][C][Ring1][#Branch1][=C][Ring1][S][N][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][N][=C][Ring2][Ring2][Branch1][Ring2][Ring1][N][C][=C][Ring2][#Branch1][=Branch1][C][Ring2][#Branch1][#Branch2][=C][Ring2][#Branch2][=Branch1][C][C][Ring1][=Branch1][=C][C][Ring2][#Branch2][=C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][O][=Branch1][N][=C][Ring2][O][#Branch2][C][=C][Ring2][O][=C][N][=C][Ring2][N][N][Ring2][N][C],<rdkit.Chem.rdchem.Mol object at 0x7f9a602f50e0>
